Label,Comment
1,"As a rider all is somehow ok but as a driver this company is the biggest scam ever... They will use you, abuse you and throw you like a piece of trash after you get just a couple of traffic tickets, claiming on your driving record that even the non moving violations are moving violations for them... This nasty company full of thieves will steal drivers' tips and tolls and squeeze out of you and your car all they can before kicking you away..."
1,"In June, I ordered an Uber car to pick someone up at Marseilles Train Station and bring them to an address that was one hour away. The screenshot of their quote showed that the cost would be between 192 and 254 Euros. There was absolutely no mention of a surcharge. They then charged me 471.02 Euros ($742.47 CA) saying the ride was at a high traffic time. It was 10:30 pm at an almost deserted train station."
1,"While traveling Europe I spent over 500 Euro with Uber. They overcharged me on 25% of the trips I made compared to the quoted price given on phone app, after the ride was completed. One instance they quoted me 40 to 50 Euro and charged me 70 Euro! Over a 100 Euros were spent from overcharges compared to their quoted phone app price. This seems very dishonest to me."
1,A promotion was offered in my area to sign up as a driver for uber 200 dollars extra if 100 rides were completed in a month... I completed 100 rides in 10 daysbut never recieved my bonus... So i called uber driver support... Who hung up on me 3 times then transfered me arround their office as i asked to speak to their managers... With them all saying i never opted into that bonus program so i wouldnt be getting it... After i asked to speak to a manager for the third time the male i was speaking to said he was the highest up in management and that he had herd my problem amd wouldnt be doong a thing about it and that he didnt have any more time to spend on the phone with me and he hung up again....   Here i come lyft.... No wonder there arnt enough uber drivers... Now there is one more less.
1,"I have been unable to use my uber account for over a week, they cannot send a verification code to my phone, i tried a friends number, still not working, I called my provider, SMS messages are permitted, an after 16 emails to uber m they are still telling me they have a new team working on it and will resolve it, I have asked them to call me several time as  they have numbers on their site   that are definitely not uber.  I cannot believe such a company gets away with this , they do not deserve business, I feel bad for their employees, I will be usong Lyft from now on!!"
0,"I have attempted to set up Uber on my phone for a month now. It kept saying that my number was already registered. After multiple emails to the company explaining that I have not register my number and sending all the information they requested it never got resolved. It is a waste of time, useless customer service."
1,"Humble, Texas. September 15, 2018, I ordered a ride and was picked up by Edwin, driving a Toyota Corolla. The ride was quoted as $11.45. Later that evening, I tried to order another ride and received a message that I owed $35.00 for the previous trip. I requested a review of the fare, because the morning ride is a regular ride to Dialysis, 3 days a week and $11.45 is in the normal range. I received a message today stating that the driver reported a mess made and I was provided with 2 pictures...there is no mess shown and I know a mess was not made because I didn't have anything to make a mess with."
0,My issue with Uber is they quote you a price when you complete your trip and days later the price is different. They don't tell you anything. I started using one card just for them that is how I found out and if you check your receipt it's says wait time or toll surcharge and fees. This is robbery and they need to stop. The drivers are saying they arrive and most of the time they are in the wrong place or they drop you off in the wrong place and pretend they did not hear you say no it's over there. That's stealing.
1,"Spent way too much time today setting up our Uber for Business account since several folks from our company are going to be traveling. Sounded like a great concept but after getting everything set up I was informed that they needed three days to process our account. Nowhere was there a mention of that and we've used Uber individually for a long time. So, tried to get some help and they just weren't too concerned or interested in trying to resolve the issue. So account is deactivated and we use another provider who seems to care a lot more about customer service. Just a warning..."
1,"Since February of 2016, I've been using Uber on behalf of the company I work for to schedule rides for our clients coming into town. I've probably spent close to $1500 in gift cards alone since then. I've never had a problem until yesterday. After two company cards, a PayPal account, and multiple attempts to pay through the app and the Mac, I could not get their system to accept a payment. I confirmed with my bank, that the issue is not the card. In fact, the bank is holding these transactions. But Uber doesn't have a record of them."
1,My account was hacked and the hacker did rides fraud and charged 800 soles and Uber when I reported charged it too. My credit card 800 soles and after all the proof provided by me they agreed to give the money back and they mistakenly send it some unknown account not owned by me even though I reminded them my right account and now when I updated all my information they asked for dragging for 2 months and now when I was upset they decided not to return my money and block my account. Great way of robbing.
0,"I tried to add my daughter to my Uber account and ran into numerous problems. I am in CROYDON, PA and my daughter is in Philadelphia PA. My daughter needs the Uber getting back and forth to work. We have messages that the payment needed changed, invalid payment method. There is no customer service # to call so I am dealing with a friggin robot. Robot says they lifted restrictions off my account. My daughter tries to use Uber again and gets a, ""Oops something went wrong!"" Only good part is I can curse out the robot and not get hung up on. Uber needs a customer service representatives, not robots to have any satisfied customers! Uber is a big joke!"
0,"I had booked a ride to take us from a restaurant on Canal Street, to the West Village. The driver stopped at the wrong place. We signaled him NOT to make a U turn on a busy street: we'd cross with the light. We did. He charged us for waiting time. Then he took the wrong route, and we wound up in New Jersey. We told him he had the wrong route, and he screamed ""I KNOW WHAT I'M DOING."" In Jersey City, there was an accident in front of us - a bad one. He swerved, and nearly started a second one. Then he told us ""as a courtesy"" he wouldn't charge the NJ surcharge. After we got back to NY (another ""courtesy"", he wouldn't charge us the toll), he started taking us to Brooklyn. Twice. Again 'I KNOW WHAT I'M DOING'. Two sixty year olds have to act like James Bond and jump out of the car when it stops, to get away. We were further downtown than when we started. Uber's reaction? ""Oh well, we refunded your fare."""
1,"Took a Uber ride about 8 minutes. The driver was Spanish. 3 hours later get email Uber takes $80 out of my Visa card. Apparently driver says 3 hours later I did damage. This is Uber's cleaning fee then I find out the driver was suppose to be a ** but I called, filed complaint but this is a scam all over Uber."
1,"They have little to no  customer service. They have no actual person that you can speak to. They make it almost impossible. I have tried to explain to them in many different ways that they have charged me double for every trip that I have taken, and charged me double the tip for every trip that I have taken, and the money has come out of my bank account, but they still keep telling me that I have an outstanding balance and That I must pay it again!"
1,"Car number plate: GFI4CZKThis may not reflect the whole of UBER, however, as my first and subsequentially last UBER ride, I think its safe to say this driver was enough to turn me against using it ever again. First, he tried to overcharge my us for our luggage (literally 4 shopping bags), despite it fitting with an excess of room, then he refused to take us when we refused to pay the overcharged amount. Rude and horrible experience which reflects poorly on the whole company. Would recommend UBER to start sufficiently interviewing their drivers so we, as customers, do not have to put up with such disgusting manners which utterly ruined my day. It may be amazing in the US but in the UK you are graced with the most shocking drivers who have no concept of customer service. If you use UBER and get this number plate, then save yourself the bother and find another car."
0,I've driven for Uber for 3 years and constant battle for them to get fares accurate or my rides disappear completely. And it's always in their favor. And always the bigger fares. I've never been overpaid for a ride accidentally. Customer service is a joke. They act like idiots who can't understand common English and only ever send a canned response. It is the most frustrating customer services I've ever dealt with. Uber treats drivers as though they are expendable. When they list how many miles I drove on a ride it is always less than that what I actually drove according to my GPS.
1,"Uber is continually squeezing profit away from drivers by changing their policies. I've been driving for over a year and have a nearly perfect rating. I do a fantastic job for this company and I feel completely unappreciated. I am not alone. Every month that goes by, Uber finds ways to change their policies to be less friendly to drivers, who they call partners. They have made it clear to me more than once that I am expendable. Regardless of the service that I provide for them, they are aware that hundreds of other drivers signed up today, and if I don't like it I can leave. They're changing incentives that we have counted on and taking up to two-thirds profit in many rides. Uber needs to be held accountable and must show their appreciation and value of the drivers who are the backbone of their business."
0,"Requested an Uber from hotel on the beach to the airport, about a 45 minute drive. While I was waiting I noticed a car similar to the one I was expecting pull up and three people jumped in. Waited a little longer and then noticed that I was on my way. Someone else had taken my ride. To add insult to injury I couldn't request another Uber until that ride was done, and I got charged for it! No response as yet from Uber, I wonder how long it takes for them to respond. The driver obviously didn't verify who he picked up."
0,"Driver took me to wrong destination - claiming I had entered the wrong address. I typed the address into the app, but it defaulted to another address (thanks, Uber). I paid about $12 extra and 15-20 extra minutes to get to the right place. I hate Uber. They just don't get it. LESSON LEARNED: When getting into the car, BE SURE TO CONFIRM your desired destination by exact street address with the driver. Uber's drivers simply follow the GPS in the app and won't ask to confirm. Uber's drivers are stupid automatons. No wonder Uber is on forefront of developing driverless technology... they are practically there already. The Uber app will offer several alternate destinations as you type in the destination address. If you, by chance, tap the wrong one - and don't notice - you'll wind up on wrong side of town. Uber accepts no responsibility. Be careful using its app. Be careful with Uber. They rip you off and you have no recourse."
0,"As a former UberEats driver this company has HORRIBLE customer service and most of the representatives cannot comprehend English. They take you around and around asking you the same questions over and over again and they have no respect for the drivers, though they love issuing apologies without solving your issues. They have constant issues with their app and as an UberEats driver your trips REGULARLY go missing and you have to fight tooth and nail for your missing money, IF they even solve it. It sucks when your trips go missing because you then lack proof of the delivery unless you screenshot your trip (which is ridiculous to have to remember to do for every trip) which makes speaking with their unprofessional representatives even more difficult. "
0,I got this guy and he charged me and never came. He blamed the GPS when I gave him clear directions then when he finally saw us he drove off and canceled the ride charging me $13 and still charged me plus a $5 fee for driving around. What a scum bag. Spread the word so people know. I don't want this happening to other people I want you all to be aware of what some Uber driver are doing. Be careful and always check your online receipt because they are ripping people off???
1,"I linked my credit card to Uber for Epayment purpose but after my travel on 09/08/2018 Driver ask me to pay and I told him I linked my card. It will deduct from my card and driver said that, â€œI am not received money. Please pay cash,â€ hence I paid cash. Now again they deduct from my card also. When I contact help center of Uber they told that cash exchanged outside the Uber system cannot be recorded hence we cannot take account and cannot adjustment are refund."
0,"I ordered a Uber for work 8/28/18. They then sent me the text message saying he would be there in 5 mins. I continued to get dress. Not even a minute after that message came thru it said he was here... so I quickly called the number it gave me and asked him politely for 5 mins. He said ok. I told him where to park. I run out 4 mins later and there is nobody there and It says I canceled the order. I then had it reordered for me receiving the same driver Richard Kia Soul **. It sent me the same message saying 5 mins. I decided not to take the chances and sat outside waiting for him for about 7 mins. When nobody showed up I tried the contact number, took me to the voice over thing. When I checked to see where he was it said I canceled again. Now tell me why would I recancel an order I deliberately just redid?? And when I contact customer service thru the app like it says they don't care!!"
1,Uber is fine unless you're trying to cancel a trip. I accidentally booked a trip. I contacted the driver and immediately within 30 seconds and he did not cancel it. I responded again 5 minutes later. The driver did not cancel. He finally told me to cancel after he arrived at my destination. The issue I have is that there's no cancellation button. I was scrolling through every area of the Uber app trying to figure out how to cancel this ride even after I contacted the driver and I could not locate anything. Upon intensive internet search trying to find an 800 number to call Uber directly and being unsuccessful I finally did an online search and was told thru a wiki article how to cancel a trip... to click on a tiny picture of the driver to access the cancel button. This is deceptive practice. I was charged $13.37 because of the driver's time because he did not cancel the ride and I had no idea or information on how to cancel it myself.
1,I have seen the Uber commercial where they claim to do background checks for the safety of their riders. Well I had an incident in 2011 and they hired me in 2017 let me setup my life to drive and support my child and wife and out of nowhere ran a background check and closed my account and I have a 5 star rating and I just think this is unfair and they should have taking care of this before they hired me.
1,"My husband and I went to the Taylor Swift concert in Nashville TN last night, August 25, 2018. Our Uber experiences have always been great until early this morning when trying to get back to our hotel. I don't understand how it cost roughly $26 to get from our hotel to the Nissan Stadium and $185 to get back to our hotel after the show. That is price gouging and it's illegal! We paid it to get back to our hotel because that was our only option, but that kind of money is needed for the house payment! I am extremely disappointed in Uber! I understand the demand for a ride was high, however 5.7 times higher is unacceptable!"
1,"I'm trying to dispute an Uber cancellation fee, and it's apparently impossible to do so on the website. You're told to click the arrow twice and select Problem with Cancellation Fee, but that's not findable. I'm bothered because I was at the location, having booked it just inside the building entrance and then having sat on a bench in front. The driver never called me, which he/she should have done if there was any confusion about the pickup point; I rebooked and connected with the new driver at the same location. Very poor service, I'm heading for Lyft from now on."
0,"My name is Clarence **, I was currently a full time Uber driver, Uber decided to deactivate my account which was my bread & butter for more than 13 months straight, I have a 4.90 Uber rating and I have drove more than 4800+ folks with awesome compliments, my bills which included car payment and insurance, rent and etc. My car that I financed a year ago was strictly for Uber, now I'm on the edge of losing my car and other things that matter. Please can someone help me as Uber has deactivated my account for a annual background check, I've been working for Uber for over a year and I have passed the requirements to become a Uber driver, so my question to Uber is why? Why me? And I've still haven't gotten a good response and I've been telling them about my bills and situation and they seem not to care."
0,"Beware, when you choose Uber Express Pool because they tell you to go far to meet the driver, and the driver never lets you know he is there. They only give 2 minutes of waiting time. And then the Uber charge you a fee of $6.00 which is more than the cost of the trip. It is a scam."
1,"I've decided to write a review only after a second experience of this kind. I will continue to keep close tabs on all Uber charges from now on. The fÃ¬rst time I was charged for a round trip to and from airport at the next pay level up (limo level). Uber was adamant about the charge along with the driver, despite the verifiable fact that had I actually made the trip reported, I wouldn't have landed in another city which happened to be 2 hours away by plane. This was 3 hours after I arrived at airport. The other issue verifiable by Uber's hold on my credit card for the correct amount. Price was double the authorized charge."
0,"So I scheduled at 4:15 to 4:25am pick-up from Uber to go to airport. Uber driver notified at 3:50am and dispatched to my house. Driver leaves before my pick-up window, does not tell me he is waiting (neither does App) and I get charged a cancellation fee. I try a second time to locate a driver on Uber but none available and a driver also not available on Lyft. I end up with a taxi and a hefty fare charge. Uber touts that they offer a guarantee that your driver will be there during your pick-up time or they will give you a $10 credit. It took two e-mails to get Uber to reverse the cancellation fee, this happened only after they admitted that their driver left early. Poor, poor driver service and customer service. If Uber will not stand behind their guarantee then how can you trust them to pick you up on your scheduled time? I only ask for accountability and dependable service, isn't this what we are paying for..."
1,"I have used Uber twice and received good service. The drivers were prompt and polite and UBER billed me correctly and efficiently. However, today I had a bad experience. I contacted Uber. I was told the driver was 3 minutes away at a nearby market, which is about 3 minutes from my home. I waited 10 minutes and the driver was still 3 minutes away at the same market. I waited 15 minutes, then I texted the driver to tell them that since they didn't show, I wanted a credit. I had to get a ride from someone else since I was already late for my appointment."
1,Uber is one of the worst cab provider... every time I face some problem... last time was driver did not come even after several phone calls and finally I had to pay phenality for that... I simply deleted the app
0,"For two+ years I have asked Uber to reimburse me for daily, weekly, monthly and annual services not received by me. None of the formal complaint files provided by Uber address such matters that are routinely provided by virtually all other Business."
0,"The driver has submitted a claim for $150 through the app. After calling him through the Lost Item option on the app and confronting him about it, he claims he has no idea what I'm talking about and that he's ""too busy"" for this. His claims are false and fraudulent, and I will NOT be held liable for a fraudulent scam. I will be reporting this company and your driver to the police for fraud. I will also report you to the Better Business Bureau and raise hell on any and every social media site known to mankind."
1,"Whenever I book a bike or cab from Uber they never came in location from which I have booked the cab. They always go somewhere else, the problem with uber is picking up the location. Its app picks up the wrong location and the drivers goes somewhere else, then I need to help drivers to get my location. So here is the incident: yesterday (10 Aug 2018) I booked a Uber bike and I put my drop location, the same location I always puts whether it's uber or Ola and before reaching the exact location the driver says, ""This is the location you have put and I will not go beyond this location,"" I told him that, ""You will need to go from another side. This street is closed to get my place,"" he denied to go. I told him, ""If you drop me on my location then you will be paid otherwise no payment."""
0,"I tried to schedule a trip for Sunday.  When I went into the app to schedule a ride, it immediately dispatched a driver.  I pressed cancel on the app several times with no results.  I then saw who the driver was and called her.  She thanked me and didn't come.  5 minutes later, another Uber driver came.  He cancelled the trip after hearing my issue asking that the customer not be charged.  Two minutes later another driver came.  I then was charged a cancellation fee."
0,Tried driving for them going on two weeks still waiting on the decal I ordered twice.  By time it comes I won't be trying to drive for them.  Guess it's better then a two week wait from lyft on a background check. Not worth it. Y time you get everything it's the same as waiting 2-3 weeks at a new job for a paycheck.
0,I ordered an Uber and the driver picked up the wrong riders. I contacted Uber and received a notification that I would receive a refund and they never gave me my refund and no one has gotten back to me no matter how many times I have contacted them. They acknowledged that someone else took my ride but still didn't refund the money. Horrible customer service. Or lack there of.
0,"I'm really disappointed with Uber for what I feel was â€œpointing of a gun at my face and rip me offâ€ at the very last minute when I needed the service the most. I had book a trip from Madrid to the Airport, I was showed a fare from low to high, I was ok with it, I ordered the service. Less than 10 minutes before my trip, I received a message from Uber saying that due to congestion and demand (6AM and Madrid was empty), I will be charge 50% or more. I received this message and at the same time the confirmation that the driver was on its way."
0,"Beware. This company allows drivers to submit fake pictures claiming you made a mess of their cars and will charge you up to $150 extra without even giving you the common decency of a phone call. I was hit with a totally false charge and Uber initially refused to refund me. I did absolutely nothing to the driver or his vehicle yet when this claim hit my email, because Uber does absolutely nothing over the phone, they had already charged me without hearing my side for any details. Please avoid this alleged criminally designed company. They are not worth the headache and definitely not worth your hard earned money."
0,I have never experienced a worse service experience than I have had with UBER both here in the US and on my recent trip to the UK. I don't understand how a company can be allowed to do business when it treats their customers the way I was treated. I got a promotional code from Citibank AAdvantage credit card services to use a promo code so I can get credit on my first 2 rides with Uber. I had never used Uber before so I downloaded the App and proceeded to put in the promo code. I kept on getting error messages so I tried to get a customer service phone number in the US. To my surprise a company as big as Uber does not offer any phone customer service in the US. A multibillion dollar company with NO PHONE CUSTOMER SERVICE!!!
1,It's been 6 months for today. I had recharged for 1000 on Jan 31st 2018. I see that in my payment there is a balance of only 650 Rs. When I started querying Uber on my 350 Rs till date these shameless guys haven't turned up to me with a valid justification as in where that money went.
1,"I do really appreciate the value of the Uber Pool. You can't beat the cost. Drivers are typically very friendly, but the GPS they use is terrible. I usually have to direct them because the GPS is so lacking."
1,Uber is helpful to get around as we do not live near a city bus. We can open the app and see how long a ride will take. This helps the teens and seniors in our family when I am at work. It is competitive and cheaper than a taxi.
1,"I had left my phone in an Uber car whilst away on business in San Jose in April, I am yet to have a satisfactory conclusion to my dispute. I went to my hotel room and got my tablet device and went to the Uber website and logged in however, couldn't do anything without an SMS verification which would be sent to my phone which was in the car, so pointless. I downloaded the Uber app on device but couldn't operate anything there. I even logged onto Samsung website and attempted to force my phone to ring but it was out of power. The only way I could get hold of Uber was by writing on Twitter at how bad my experience was and they asked me to private message. I then explained where I went from and to and the times and took a snapshot of the email receipt for the trip. "
1,"I was very happy with Uber until my last experience when I had a ride with Uber to Kashmiri gate. When I booked the ride I was shown 188/- for my ride. As soon as driver arrived he said it is 285/- fare showing on his app. I thought it will be updated. At the end of the ride driver asked me to pay the amount showing on his app. I showed him it is 188 on my end. He said, â€œYou can escalate it later with Uber. Right now you will have to pay 285/â€. I paid it, also the receipt I got from Uber is still showing 188."
0,I love using Uber. Sometimes the price is higher than the cab service and that sucks. If they were a bit cheaper I would use Uber all the time!
1,"I've use Uber for the last 2 years and never complained about anything even when I had small issues. Today I've tried to talk to a human being for the last 4 hours and there is NONE existence!! The automated stupid robot keeps emailing be nonsense - I asked for A ride at 4:30 am and it said driver is 9 min away for $35 rate - after 30 minutes I saw on the app that the driver is struggling to find the place - I called, texted and no response. Finally he canceled. Second driver showed 7 min away with the same rate. The same exact thing except this one the driver at least called. Trust me I don't live in a desert. I've had many rides on the same location."
0,Both drivers were early and courteous. They were both efficient drivers and got us to our destination on time. The only objection was their route of travel. Since it was our first experience we did not know we could have told them there was a faster more direct route to our destination.
0,"7/29/2018
Have you as a driver tried to get app support when urgently needed.....forget it!!!!
At least lyft has phone support that can be accessed within minutes."
1,"I was charged $80 for a 10 minute drive which would have cost me no more than $30 by taxi. 
I will not use uber anymore."
0,Used Uber when we were attending a wedding in CA and they were prompt and the driver was good. Driving on CA highways can be stressful but the driver knew where he was going.
0,"I ordered an Uber around 1130pm on July 20, 2018 for a 4.6 mile drive that would normally take 10 minutes. The regular car said it would cost almost $17 and the rideshare option was between $11-12. I opted for the cheaper option to save some money. The app told me the driver would arrive in 5 minutes, I waited in excess of that for the driver, fine. I get in the vehicle and settle in to look at my phone to see the fare jumped to $14.06. I agreed to one fare and Uber charged me over the agreed upon fare. Not to mention the driver drove so slow as if he was waiting for another pickup along route. I arrived to my destination much later than expected. He would stop at stop signs and wait half a minute before moving, it was past midnight at this point and there was nobody on the road. He also drove a route that was slightly longer than another."
0,The only problem I ever had was at Las Vegas airport at passenger pick up. I had to wait almost an hour and had to cancel twice before a driver actually showed they were going to airport. All other places were good.
1,"Was a little nervous to use but after I did, I found that I felt very safe each time, very polite drivers, clean cars and felt very comfortable. I was impressed."
1,"It has been over THREE weeks now and I have been told several different times by the Uber support team members that someone from their insurance adjuster's office will contact me within 2-3 business days. 
This has yet to happen. My shoulder is still in severe pain and I do not have insurance to have it looked at.
They just keep ignoring me.ORIGINAL MESSAGE TO UBER SUPPORT""
Hello, I was picked up yesterday (06/27/2018) at 12:04 in front of the *** in Colorado Springs, CO.
I wanted to bring to your attention something that happened concerning this ride. The driver was great and got me to my job interview on time! However, when he picked me up, I had my backpack and duffel bag with me because I didn't have time to take it to my storage unit first.
Well, he drove a **** which is a very large truck. As I approached the truck he rolled down the window and said that I can just put my stuff in the back of the truck. So I walked around to the passenger side and proceeded to do so. The duffel back was extremely heavy and I had to lift it up to my head and lean over holding it up just to get it into the back of the truck.
Lowering the duffel bag in, I got an extremely sharp pain in my left shoulder like something tore--it knocked the air out of me. I squeezed my shoulder and tried to catch my breath. Then I placed my backpack into the back of the truck and got inside and we left. I was running late to my job interview so that was my only concern at that moment.
I think the driver noticed what happened because once he dropped me off, he quickly jumped out of the truck and replied: ""here, let me get that bag for you.""
Anyways, I thought it was just a minor injury and that it would be fine by the next morning. Sadly, that is not the case.
I was up most of the night because I couldn't sleep on my left side at all and anytime that I turned on my side the pain woke me up. I can no longer lift my left arm above my head or reach for anything without screaming in pain.
Because of this, I am terrified that this is going to interfere with any possible job duties, if hired, and/or prevent me from passing any physicals should any job require one.
I am writing you this because I just can't stop worrying how this is going to affect me. I'm homeless and I need to work and it terrifies me that this is going to prevent that from happening.
""This is the same blanket email that I get from Uber every time I ask them why no one is contacting me:
""...an insurance adjuster will contact you in 2-3 business days to discuss the details and claims process... Thank you for your patients.""Now, it has been nearly a month and the pain is only getting worse. Uber just keeps blowing me off hoping that I will just go away. Well, if this pain would go away then so would I!"
1,"I've only used Uber once but I had a good experience. They arrived on time, took the shortest route and got me to my destination. He was very pleasant and friendly."
1,"The service is great! I trust my children riding with Uber. And the benefit to the community is not measurable, I'm confident the service has saved many accidents and damages to persons and property."
0,"I like Uber for the most part. Their prices fluctuate (increase) frequently. There is no phone number or email to get in touch with Corporate. You get charged when the drivers go to the wrong place and say you aren't there. You get charged when you cancel but you don't get anything when drivers don't show and there is no way to make this known. For the most part it is ok but, these are things that have happened to me or family or people I know."
1,"Uber is easier to use than a taxi. Instead of trying to find a cab, I just ordered a Uber from my phone and the driver found me. The car was clean and the driver was courteous."
0,I am very impressed with the overall concept of the Uber and the dependability of service. Drivers are personable but not overbearing; courteous and intuitive - every customer does not always want to interact or converse.
1,"I have used Uber since they came to my area. The prices have skyrocketed since they first began service here. The last two times I used it, the driver was lost and driving around forever so the wait was extremely long. Besides the price hikes, I really like Uber."
1,"Contacted Uber via Phone app for services from address used on multiple occasions. Uber provided four locations for me to travel to be picked up for my ride! Aren't they supposed to pick me up from my location? I ran with arms full of packages to four different locations. The driver was most likely unfamiliar with area, thus the reason for the many changes. I couldn't keep up with the driver's request for different locations via foot. I finally sent a text to the driver for clarification."
1,Uber has really been difficult. I would like to use my account to order food but the number associated with my account is almost 5 years old. I haven't had that number in AT LEAST 3 years but they will not allow me to change it because according to support the only way to change it is through the app. So I download the app and enter my number but obviously that doesn't work cause it's not associated with my email. It is however associated with the driver account I attempted to make but there was no email associated with that account because the process was not finished.
0,"The vehicles were all clean over our recent trip to Washington DC. The drivers were all kind and friendly... Overall, it was a much nicer experience than the cab rides."
0,"I have used several ride share companies and believe it's the best idea for travel, whether short or long distances. The drivers were always on time for pickup and drop-off to all destinations, were always polite, informative, and cordial but most importantly, I always felt safe because they were registered with a business who does background checks, would provide photos of the car and driver, accepted all forms of payment, conveniently provide their app on smart phones, and rating scale for satisfaction."
0,I used Uber when I had no ride to my post op visit and couldn't drive yet. It was a lifesaver! I got to my appointment in time and caught another driver back. It seemed a lot to spend $50 round trip but also a necessity when I couldn't drive.
0,"Uber is not only an excellent service, it has been for me one of the most important service I can't live without it, practical and all my experiences up to today very good, with very kind and respectful drivers."
0,Usually excellent. The one time I had a driver who went 2 hours out of the way (while I fell asleep) the charge was enormous. Uber credited me back within 2 days.
0,"I usually have good experiences with Uber. Drivers are pleasant and cars are clean and on time. My only complaint is the extremely high rates at peak times. I had one trip where it was $60 to the event and $315 to return home. Obviously, I had to find another way to get home."
0,I used Uber for travel to and from airports. It is a great way to get to my planes or final destination that is often a good distance from the airports.
1,I have only used this occasionally in a few cities and each time the experience was well worth it. The description of the car and the estimate of cost were both great. The cars were clean and modern and the driver was courteous.
1,"I've been using Uber for years to take trips home from the store. It's a really convenient app for me, especially because I don't have a car. The drivers are almost always nice. I think it's been so rare for me to have a bad experience with someone. Also, probably the one feature I have not been a fan of us is seeing my customer rating, gives me a bit of anxiety. Overall it's a good service. I've almost never had to wait more than 10 minutes too. The prices have gone up but I am thinking (and hoping) this is because they will pay drivers better."
1,The drivers were fine. The problem was I could not speak to a live person. It was very frustrating not to be able to talk to a person. On occasion it took me over 2 hrs to book a ride. Their system went haywire.
1,It is a good service but the website or app has very little on questions from users. It is very difficult to see if the service is good or not through the website. You need to try it first and the service keeps on changing without notice. Which in some ways is great but no upfront info or call in to talk to.
0,"Uber works. I have used it in several places around the world. It is usually cheap, convenient and hassle-free. However, surge pricing can get out of hand. Also, I'm not convinced that they treat their drivers fairly."
0,Car was dirty inside and the air conditioning did not work. The price was fine but I expected a much more desirable vehicle. I am glad there wasn't some with me because the back seat was full of clothes and sports gear.
0,"DON'T EVER USE UBER!!!! They don't hold any of their drivers accountable for their actions and they are dismissive and unprofessional when you try to contact them to resolve an issue or complaint! I had an uber driver damage my BMW in a hit and run and uber did NOTHING to resolve the issue. They couldn't  even apologize on her behalf! I had a description of the driver, her SUV, video footage from the hotel, witness statements, pictures of her car before she fled and they still can't compensate me in any way, let alone apologize! I mentioned that I had to seek medical attention and they don't show any sympathy or concern for my well-being! If this driver didn't have something to hide (i.e. drunk, drugs, weapons in the car etc) then why would she run knowing there were cameras at the hotel and multiple staff who saw her and told she was wrong and she saw me taking a pic of her SUV!? What's even more ridiculous is they don't consider their drivers as their ""employees""! Read this for yourself ""Driver-partners are considered as independent contractors and not employees. This technically means that driver partners are not employed by Uber Technologies, Inc or one of its respective company subsidiaries.Also, please be advised that the Incident response team is the sole entity in charge of handling all accidents and property damage claims. All claims that we handle are processed based on facts, reason, and logic.This being said, some customers that are emotionally invested in the situation can take this as a lack of empathy. Their need to be heard and understood will often outweigh their ability to focus on the details of the problem.Lastly, if you would want to directly speak to our CEO you need to find a different channel to do so as we are unable to cater to your request. I trust I've been able to explain our position clearly.""Ps. Pray you don't ever get in an accident with an uber driver in vegas because the useless cops and laws here will allow these drunk/high uber drivers commit crimes!!!! LVPD doesn't give a fck about driving under the influence. 
FCKN UNBELIEVABLE!!!!!!!!! FCK UBER AND CAN'T WAIT FOR THESE FCKS TO GET THEIR DAY IN HELL AND GO BANKRUPT!"
1,"I was planning on taking an Uber to Midway airport on my recent trip to Chicago. I was planning on leaving at noon. I checked what it would cost me around 11:30. I was quoted $35. 20 min later when I got down to the lobby and ordered my Uber, the price jumped to $58! I switched to Lyft which was only minimally cheaper. Next time I will leave myself more time and take the train! Very disappointed because I really enjoyed taking Uber from the airport. Never again! Taxis are cheaper!"
0,I have used it regularly especially in Europe. Found it to be quick and efficient at a fair price. Have only had one issue where language was a major issue and we were put out a mile from our destination.
1,"Not a regular user of Uber but the five times. Uber it was convenient, safe, and reasonable priced. Much less than a DUI and paying for airport parking."
1,"I gave a tip to a driver and he was almost very thankful, told me it is rare to get a tip because Uber does not encourage it. Most everyone should be encourage to tip if the service is provided."
1,The first time they left me because I wasn't outside fast enough and when I did the app again that morning the price had gone up. Time was of the essence because I needed to get to the airport. I then took a shared ride. That's when I learned what that means and everyone wasn't going to the airport.
1,The Uber app has the help option but only accommodates a number of preset problem configurations and absolutely nothing outside of it. I had an issue where I was grossly overcharged for a ride. Now there was construction in the area but the driver admitted that he was completely unfamiliar with the area and therefore his lack of knowledge was the more significant reason for my delay.
0,"Ease of use is great, being able to not have money change hands and can tip online is a huge plus. The cars are clean and the drivers are respectful. Never have had to wait more than ten minutes."
1,Needed to use it to go to a running store for a Packet Pickup... driver very courteous and good driver on the freeways and to find the place. It only took a couple minutes to get my packet and he agreed to stay and return me to my hotel where I got the pickup from. I was pleased with the service he provided and gave him a nice tip. There was no other potential way for me to get to the Packet Pickup unless I used a taxi and I'm positive that would have cost quite a bit more. Place was about 30 minutes away.
0,"Convenience, on-time performance, easy to hail a ride, competitive pricing with a regular taxicab. Helpful drivers too. App also makes it super easy to find a ride in minutes."
1,"I buy gift cards for my son and he uses them quite often. I have had problems a couple times, but it is usually on my end. But when I call for help, they are great. They handle it very quickly. He has only had problems with a couple drivers, but other than that both of us are very happy with the service."
